yil,ay,il,arac_tipi,police_adedi,prim_tl,hasar_tl,hasar_prim_orani
2017,1,Giresun,Otomobil,74,95872,71681,0.748
2017,1,Giresun,Kamyon,231,250092,204076,0.816
2017,1,Giresun,Motosiklet,80,119640,122825,1.027
2017,1,Giresun,Minibüs,36,49975,37366,0.748
2017,1,Gümüşhane,Otomobil,246,322739,245582,0.761
2017,1,Gümüşhane,Kamyon,225,219226,210973,0.962
2017,1,Gümüşhane,Motosiklet,76,194099,183995,0.948
2017,1,Gümüşhane,Minibüs,60,57776,45425,0.786
2017,1,Hakkari,Otomobil,59,42071,36917,0.878
2017,1,Hakkari,Kamyon,55,35314,30486,0.863
2017,1,Hakkari,Motosiklet,153,132256,136762,1.034
2017,1,Hakkari,Minibüs,47,27075,25369,0.937
2017,1,Hatay,Otomobil,240,315340,242901,0.77
2017,1,Hatay,Kamyon,239,299858,238303,0.795
2017,1,Hatay,Motosiklet,156,292025,306627,1.05
2017,1,Hatay,Minibüs,37,52119,36780,0.706
2017,1,Isparta,Otomobil,184,91237,67268,0.737
2017,1,Isparta,Kamyon,27,36995,28546,0.772
2017,1,Isparta,Motosiklet,27,37443,36535,0.976
2017,1,Isparta,Minibüs,59,76452,57551,0.753
2017,1,Mersin,Otomobil,55,56072,44041,0.785
2017,1,Mersin,Kamyon,20,17523,13637,0.778
2017,1,Mersin,Motosiklet,66,64173,57918,0.903
2017,1,Mersin,Minibüs,147,151862,129379,0.852
2017,1,İstanbul,Otomobil,365,5792227,4136649,0.714
2017,1,İstanbul,Kamyon,445,8026571,7808053,0.973
2017,1,İstanbul,Motosiklet,1470,16103922,14995985,0.931
2017,1,İstanbul,Minibüs,655,8634773,7227120,0.837
2017,1,İzmir,Otomobil,382,2404135,1883416,0.783
2017,1,İzmir,Kamyon,205,571719,438710,0.767
2017,1,İzmir,Motosiklet,152,1283717,1082750,0.843
2017,1,İzmir,Minibüs,795,4548480,4145242,0.911
2017,1,Kars,Otomobil,258,574197,459345,0.8
2017,1,Kars,Kamyon,45,128319,101559,0.791
2017,1,Kars,Motosiklet,73,151091,136106,0.901
2017,1,Kars,Minibüs,326,501422,435047,0.868
2017,1,Kastamonu,Otomobil,43,35043,26121,0.745
2017,1,Kastamonu,Kamyon,56,40375,35417,0.877
2017,1,Kastamonu,Motosiklet,164,101430,104286,1.028
2017,1,Kastamonu,Minibüs,141,201813,175366,0.869
2017,1,Kayseri,Otomobil,92,91935,65897,0.717
2017,1,Kayseri,Kamyon,117,147582,134929,0.914
2017,1,Kayseri,Motosiklet,42,35179,36599,1.04
2017,1,Kayseri,Minibüs,108,146965,107230,0.73
2017,1,Kırklareli,Otomobil,316,272753,226698,0.831
2017,1,Kırklareli,Kamyon,266,284491,240695,0.846
2017,1,Kırklareli,Motosiklet,92,254608,223923,0.879
2017,1,Kırklareli,Minibüs,240,412250,371708,0.902
2017,1,Kırşehir,Otomobil,263,530750,398806,0.751
2017,1,Kırşehir,Kamyon,172,203510,195636,0.961
2017,1,Kırşehir,Motosiklet,50,68120,57849,0.849
2017,1,Kırşehir,Minibüs,195,391572,305231,0.78
2017,1,Kocaeli,Otomobil,160,80371,70326,0.875
2017,1,Kocaeli,Kamyon,42,26410,26230,0.993
2017,1,Kocaeli,Motosiklet,85,107559,90049,0.837
2017,1,Kocaeli,Minibüs,36,41453,38975,0.94
2017,1,Konya,Otomobil,174,317344,251694,0.793
2017,1,Konya,Kamyon,242,281147,241290,0.858
2017,1,Konya,Motosiklet,39,32494,26974,0.83
2017,1,Konya,Minibüs,218,306227,268908,0.878
2017,1,Kütahya,Otomobil,52,46972,42275,0.9
2017,1,Kütahya,Kamyon,71,38891,30908,0.795
2017,1,Kütahya,Motosiklet,20,24206,23795,0.983
2017,1,Kütahya,Minibüs,124,122991,112478,0.915
2017,1,Malatya,Otomobil,341,927448,856753,0.924
2017,1,Malatya,Kamyon,423,712297,671361,0.943
2017,1,Malatya,Motosiklet,89,204449,210585,1.03
2017,1,Malatya,Minibüs,373,469311,443130,0.944
2017,1,Manisa,Otomobil,97,114953,86463,0.752
2017,1,Manisa,Kamyon,215,173448,155323,0.896
2017,1,Manisa,Motosiklet,109,154837,133880,0.865
2017,1,Manisa,Minibüs,33,44865,32200,0.718
2017,1,Kahramanmaraş,Otomobil,173,389221,351201,0.902
2017,1,Kahramanmaraş,Kamyon,129,115506,114487,0.991
2017,1,Kahramanmaraş,Motosiklet,197,151050,145741,0.965
2017,1,Kahramanmaraş,Minibüs,228,551447,390739,0.709
2017,1,Mardin,Otomobil,80,124429,105884,0.851
2017,1,Mardin,Kamyon,75,90389,68805,0.761
2017,1,Mardin,Motosiklet,26,22656,19970,0.881
2017,1,Mardin,Minibüs,31,46262,33556,0.725
2017,1,Muğla,Otomobil,187,368219,284207,0.772
2017,1,Muğla,Kamyon,95,156995,148908,0.948
2017,1,Muğla,Motosiklet,130,301291,280306,0.93
2017,1,Muğla,Minibüs,316,405833,320806,0.79
2017,1,Muş,Otomobil,265,460294,319456,0.694
2017,1,Muş,Kamyon,129,91222,82013,0.899
2017,1,Muş,Motosiklet,333,655064,544432,0.831
2017,1,Muş,Minibüs,34,66157,54537,0.824
2017,1,Nevşehir,Otomobil,70,111054,79383,0.715
2017,1,Nevşehir,Kamyon,145,119815,96562,0.806
2017,1,Nevşehir,Motosiklet,172,228702,196533,0.859
2017,1,Nevşehir,Minibüs,31,27019,24724,0.915
2017,1,Niğde,Otomobil,146,434489,316367,0.728
2017,1,Niğde,Kamyon,129,296562,272952,0.92
2017,1,Niğde,Motosiklet,303,678970,672967,0.991
2017,1,Niğde,Minibüs,135,311923,293654,0.941
2017,1,Ordu,Otomobil,44,125484,90399,0.72
2017,1,Ordu,Kamyon,58,178429,164571,0.922
2017,1,Ordu,Motosiklet,347,449716,385888,0.858
2017,1,Ordu,Minibüs,139,164194,148993,0.907
2017,1,Rize,Otomobil,121,370105,284706,0.769
2017,1,Rize,Kamyon,374,1249673,1134571,0.908
2017,1,Rize,Motosiklet,185,320643,308918,0.963
2017,1,Rize,Minibüs,388,634120,540125,0.852
2017,1,Sakarya,Otomobil,340,746836,672918,0.901
2017,1,Sakarya,Kamyon,364,527424,500835,0.95
2017,1,Sakarya,Motosiklet,264,264127,278057,1.053
2017,1,Sakarya,Minibüs,66,214904,168948,0.786
2017,1,Samsun,Otomobil,183,426282,362829,0.851
2017,1,Samsun,Kamyon,273,467657,439324,0.939
2017,1,Samsun,Motosiklet,320,477299,507284,1.063
2017,1,Samsun,Minibüs,203,368762,338892,0.919
2017,1,Siirt,Otomobil,361,654875,502772,0.768
2017,1,Siirt,Kamyon,315,375656,320748,0.854
2017,1,Siirt,Motosiklet,427,1333650,1114732,0.836
2017,1,Siirt,Minibüs,423,762741,673104,0.882
2017,1,Sinop,Otomobil,57,55823,46960,0.841
2017,1,Sinop,Kamyon,97,109133,103295,0.947
2017,1,Sinop,Motosiklet,30,35078,29979,0.855
2017,1,Sinop,Minibüs,57,62688,55685,0.888
2017,1,Sivas,Otomobil,74,49272,35019,0.711
2017,1,Sivas,Kamyon,205,166027,164642,0.992
2017,1,Sivas,Motosiklet,51,82092,79412,0.967
2017,1,Sivas,Minibüs,87,103283,82026,0.794
2017,1,Tekirdağ,Otomobil,67,72045,60641,0.842
2017,1,Tekirdağ,Kamyon,136,123339,110888,0.899
2017,1,Tekirdağ,Motosiklet,59,39323,33472,0.851
2017,1,Tekirdağ,Minibüs,30,16650,12667,0.761
2017,1,Tokat,Otomobil,63,69886,55876,0.8
2017,1,Tokat,Kamyon,191,365903,334852,0.915
2017,1,Tokat,Motosiklet,192,243154,218606,0.899
2017,1,Tokat,Minibüs,60,46080,35881,0.779
2017,1,Trabzon,Otomobil,153,265256,245826,0.927
2017,1,Trabzon,Kamyon,172,285709,241297,0.845
2017,1,Trabzon,Motosiklet,30,43885,46077,1.05
2017,1,Trabzon,Minibüs,115,179172,164910,0.92
2017,1,Tunceli,Otomobil,181,281882,197648,0.701
2017,1,Tunceli,Kamyon,191,288353,287012,0.995
2017,1,Tunceli,Motosiklet,78,139733,121398,0.869
2017,1,Tunceli,Minibüs,136,231642,194095,0.838
2017,1,Şanlıurfa,Otomobil,265,424054,345791,0.815
2017,1,Şanlıurfa,Kamyon,150,167131,156424,0.936
2017,1,Şanlıurfa,Motosiklet,161,329819,312941,0.949
2017,1,Şanlıurfa,Minibüs,131,263543,239956,0.911
2017,1,Uşak,Otomobil,134,132816,111260,0.838
2017,1,Uşak,Kamyon,100,60757,58819,0.968
2017,1,Uşak,Motosiklet,238,321632,307472,0.956
2017,1,Uşak,Minibüs,50,65452,61378,0.938
2017,1,Van,Otomobil,124,107344,98149,0.914
2017,1,Van,Kamyon,194,185081,163505,0.883
2017,1,Van,Motosiklet,187,226334,202088,0.893
2017,1,Van,Minibüs,176,138641,127114,0.917
2017,1,Yozgat,Otomobil,200,401771,338929,0.844
2017,1,Yozgat,Kamyon,67,126230,125681,0.996
2017,1,Yozgat,Motosiklet,184,360694,296760,0.823
2017,1,Yozgat,Minibüs,82,127931,118187,0.924
2017,1,Zonguldak,Otomobil,192,190797,172988,0.907
2017,1,Zonguldak,Kamyon,161,153461,121315,0.791
2017,1,Zonguldak,Motosiklet,41,32343,26859,0.83
2017,1,Zonguldak,Minibüs,195,140768,129009,0.916
2017,1,Aksaray,Otomobil,119,234935,203928,0.868
2017,1,Aksaray,Kamyon,44,50487,50365,0.998
2017,1,Aksaray,Motosiklet,399,1120388,1097497,0.98
2017,1,Aksaray,Minibüs,423,1015103,793412,0.782
2017,1,Bayburt,Otomobil,71,67384,47767,0.709
2017,1,Bayburt,Kamyon,67,35428,31244,0.882
2017,1,Bayburt,Motosiklet,139,110028,109798,0.998
2017,1,Bayburt,Minibüs,54,34572,32028,0.926
2017,1,Karaman,Otomobil,109,169785,138612,0.816
2017,1,Karaman,Kamyon,156,211194,184903,0.876
2017,1,Karaman,Motosiklet,472,1462360,1237006,0.846
2017,1,Karaman,Minibüs,275,470680,349550,0.743
2017,1,Kırıkkale,Otomobil,135,211838,182230,0.86
2017,1,Kırıkkale,Kamyon,126,377917,318184,0.842
2017,1,Kırıkkale,Motosiklet,249,596786,570824,0.956
2017,1,Kırıkkale,Minibüs,329,953715,668355,0.701
2017,1,Batman,Otomobil,169,240252,170928,0.711
2017,1,Batman,Kamyon,218,334711,305222,0.912
2017,1,Batman,Motosiklet,42,58474,49403,0.845
2017,1,Batman,Minibüs,51,22492,17841,0.793
2017,1,Şırnak,Otomobil,95,39885,33998,0.852
2017,1,Şırnak,Kamyon,76,28458,26615,0.935
2017,1,Şırnak,Motosiklet,122,58442,61438,1.051
2017,1,Şırnak,Minibüs,58,23205,17693,0.762
2017,1,Bartın,Otomobil,278,551868,501978,0.91
2017,1,Bartın,Kamyon,84,129846,116500,0.897
2017,1,Bartın,Motosiklet,198,227769,188827,0.829
2017,1,Bartın,Minibüs,356,1154342,1010444,0.875
2017,1,Ardahan,Otomobil,77,129461,98859,0.764
2017,1,Ardahan,Kamyon,106,159549,140955,0.883
2017,1,Ardahan,Motosiklet,116,101854,105863,1.039
2017,1,Ardahan,Minibüs,236,525137,449669,0.856
2017,1,Iğdır,Otomobil,335,973552,859434,0.883
2017,1,Iğdır,Kamyon,375,425093,399794,0.94
2017,1,Iğdır,Motosiklet,354,491688,478283,0.973
2017,1,Iğdır,Minibüs,285,664994,503535,0.757
2017,1,Yalova,Otomobil,76,130670,105693,0.809
2017,1,Yalova,Kamyon,89,163306,160372,0.982
2017,1,Yalova,Motosiklet,293,434296,404638,0.932
2017,1,Yalova,Minibüs,219,510687,443986,0.869
2017,1,Karabük,Otomobil,86,37710,33944,0.9
2017,1,Karabük,Kamyon,68,39774,37669,0.947
2017,1,Karabük,Motosiklet,79,78222,75158,0.961
2017,1,Karabük,Minibüs,126,96454,70535,0.731
2017,1,Kilis,Otomobil,249,259780,237198,0.913
2017,1,Kilis,Kamyon,188,188927,174265,0.922
2017,1,Kilis,Motosiklet,33,33907,33130,0.977
2017,1,Kilis,Minibüs,56,104774,75138,0.717
2017,1,Osmaniye,Otomobil,40,55587,38005,0.684
2017,1,Osmaniye,Kamyon,113,147785,125649,0.85
2017,1,Osmaniye,Motosiklet,120,47616,39884,0.838
2017,1,Osmaniye,Minibüs,139,186714,142160,0.761
2017,1,Düzce,Otomobil,404,410382,350078,0.853
2017,1,Düzce,Kamyon,415,604347,529359,0.876
2017,1,Düzce,Motosiklet,143,465843,382648,0.821
2017,1,Düzce,Minibüs,130,347444,317962,0.915
2017,2,Adana,Otomobil,240,463435,386752,0.835
2017,2,Adana,Kamyon,166,204603,159186,0.778
2017,2,Adana,Motosiklet,53,67312,63736,0.947
2017,2,Adana,Minibüs,196,115250,94973,0.824
2017,2,Adıyaman,Otomobil,371,884913,675241,0.763
2017,2,Adıyaman,Kamyon,354,866361,698148,0.806
2017,2,Adıyaman,Motosiklet,53,65733,61519,0.936
2017,2,Adıyaman,Minibüs,446,812301,755831,0.93
2017,2,Afyonkarahisar,Otomobil,171,289253,230224,0.796
2017,2,Afyonkarahisar,Kamyon,238,219136,179906,0.821
2017,2,Afyonkarahisar,Motosiklet,323,921954,909137,0.986
2017,2,Afyonkarahisar,Minibüs,328,792077,558222,0.705
2017,2,Ağrı,Otomobil,344,811658,583956,0.719
2017,2,Ağrı,Kamyon,143,380844,377002,0.99
2017,2,Ağrı,Motosiklet,286,631292,646607,1.024
2017,2,Ağrı,Minibüs,221,385012,306982,0.797
2017,2,Amasya,Otomobil,20,30533,22160,0.726
2017,2,Amasya,Kamyon,22,21145,20277,0.959
2017,2,Amasya,Motosiklet,76,115624,117788,1.019
2017,2,Amasya,Minibüs,138,158937,121551,0.765
2017,2,Ankara,Otomobil,921,8048515,7373908,0.916
2017,2,Ankara,Kamyon,1014,3899215,3199396,0.821
2017,2,Ankara,Motosiklet,594,2516364,2658493,1.056
2017,2,Ankara,Minibüs,816,8514802,8027695,0.943
2017,2,Antalya,Otomobil,561,2664872,2133813,0.801
2017,2,Antalya,Kamyon,676,2581805,2560579,0.992
2017,2,Antalya,Motosiklet,646,1747949,1830835,1.047
2017,2,Antalya,Minibüs,254,875359,643689,0.735
2017,2,Artvin,Otomobil,312,982609,738458,0.752
2017,2,Artvin,Kamyon,222,432444,331496,0.767
2017,2,Artvin,Motosiklet,210,264168,267425,1.012
2017,2,Artvin,Minibüs,418,388824,304328,0.783
2017,2,Aydın,Otomobil,165,297964,252464,0.847
2017,2,Aydın,Kamyon,347,664693,606096,0.912
2017,2,Aydın,Motosiklet,120,267909,221918,0.828
2017,2,Aydın,Minibüs,98,145516,114424,0.786
2017,2,Balıkesir,Otomobil,64,114510,90140,0.787
2017,2,Balıkesir,Kamyon,113,265389,252904,0.953
2017,2,Balıkesir,Motosiklet,233,222862,193421,0.868
2017,2,Balıkesir,Minibüs,293,811214,601035,0.741
2017,2,Bilecik,Otomobil,118,41495,29840,0.719
2017,2,Bilecik,Kamyon,64,34271,32245,0.941
2017,2,Bilecik,Motosiklet,100,37660,32730,0.869
2017,2,Bilecik,Minibüs,86,73641,64162,0.871
2017,2,Bingöl,Otomobil,400,1388648,1193047,0.859
2017,2,Bingöl,Kamyon,482,1397241,1231041,0.881
2017,2,Bingöl,Motosiklet,270,914023,954651,1.044
2017,2,Bingöl,Minibüs,201,411083,348249,0.847
2017,2,Bitlis,Otomobil,363,433689,323903,0.747
2017,2,Bitlis,Kamyon,400,1172668,943231,0.804
2017,2,Bitlis,Motosiklet,74,204951,185617,0.906
2017,2,Bitlis,Minibüs,383,810638,608729,0.751
2017,2,Bolu,Otomobil,175,182272,153054,0.84
2017,2,Bolu,Kamyon,155,180160,179540,0.997
2017,2,Bolu,Motosiklet,97,86499,78272,0.905
2017,2,Bolu,Minibüs,133,123082,109336,0.888
2017,2,Burdur,Otomobil,44,19833,13762,0.694
2017,2,Burdur,Kamyon,65,44422,39511,0.889
2017,2,Burdur,Motosiklet,191,220676,228936,1.037
2017,2,Burdur,Minibüs,188,292418,245059,0.838
2017,2,Bursa,Otomobil,367,1076277,802557,0.746
2017,2,Bursa,Kamyon,464,1915645,1570219,0.82
2017,2,Bursa,Motosiklet,700,1301916,1296810,0.996
2017,2,Bursa,Minibüs,473,2341517,1845008,0.788
2017,2,Çanakkale,Otomobil,176,266630,223131,0.837
2017,2,Çanakkale,Kamyon,169,147015,111809,0.761
2017,2,Çanakkale,Motosiklet,74,63366,52269,0.825
2017,2,Çanakkale,Minibüs,94,61096,57662,0.944
2017,2,Çankırı,Otomobil,254,373077,338857,0.908
2017,2,Çankırı,Kamyon,100,239097,215427,0.901
2017,2,Çankırı,Motosiklet,284,361328,302839,0.838
2017,2,Çankırı,Minibüs,294,208217,193024,0.927
2017,2,Çorum,Otomobil,154,262756,222766,0.848
2017,2,Çorum,Kamyon,98,82572,62576,0.758
2017,2,Çorum,Motosiklet,190,401351,330110,0.822
2017,2,Çorum,Minibüs,45,72153,54283,0.752
2017,2,Denizli,Otomobil,25,34692,29546,0.852
2017,2,Denizli,Kamyon,185,323314,279493,0.864
2017,2,Denizli,Motosiklet,66,39294,33548,0.854
2017,2,Denizli,Minibüs,78,99903,84528,0.846
2017,2,Diyarbakır,Otomobil,132,337425,230763,0.684
2017,2,Diyarbakır,Kamyon,353,266518,266447,1.0
2017,2,Diyarbakır,Motosiklet,225,231756,214542,0.926
2017,2,Diyarbakır,Minibüs,148,290911,213646,0.734
2017,2,Edirne,Otomobil,149,126241,93239,0.739
2017,2,Edirne,Kamyon,120,88344,67549,0.765
2017,2,Edirne,Motosiklet,30,39700,35914,0.905
2017,2,Edirne,Minibüs,119,74930,66283,0.885
2017,2,Elazığ,Otomobil,59,108747,81185,0.747
2017,2,Elazığ,Kamyon,139,195045,180503,0.925
2017,2,Elazığ,Motosiklet,71,118908,109458,0.921
2017,2,Elazığ,Minibüs,91,66657,47001,0.705
2017,2,Erzincan,Otomobil,126,105841,73009,0.69
2017,2,Erzincan,Kamyon,207,297269,267802,0.901
2017,2,Erzincan,Motosiklet,251,312487,312164,0.999
2017,2,Erzincan,Minibüs,222,454536,348980,0.768
2017,2,Erzurum,Otomobil,183,309874,214099,0.691
2017,2,Erzurum,Kamyon,161,286440,230854,0.806
2017,2,Erzurum,Motosiklet,171,301315,248336,0.824
2017,2,Erzurum,Minibüs,159,368366,260954,0.708
2017,2,Eskişehir,Otomobil,131,290880,213539,0.734
2017,2,Eskişehir,Kamyon,271,599990,507506,0.846
2017,2,Eskişehir,Motosiklet,97,186059,162599,0.874
2017,2,Eskişehir,Minibüs,206,590966,528268,0.894
2017,2,Gaziantep,Otomobil,53,60137,42756,0.711
2017,2,Gaziantep,Kamyon,40,37529,36891,0.983
2017,2,Gaziantep,Motosiklet,55,27465,27353,0.996
2017,2,Gaziantep,Minibüs,48,72519,63489,0.875
2017,2,Giresun,Otomobil,151,329830,229548,0.696
2017,2,Giresun,Kamyon,65,72911,71222,0.977
2017,2,Giresun,Motosiklet,39,61708,50781,0.823
2017,2,Giresun,Minibüs,223,496048,442973,0.893
2017,2,Gümüşhane,Otomobil,217,308820,246528,0.798
2017,2,Gümüşhane,Kamyon,233,443674,435000,0.98
2017,2,Gümüşhane,Motosiklet,227,551160,556333,1.009
2017,2,Gümüşhane,Minibüs,177,146229,126633,0.866
2017,2,Hakkari,Otomobil,20,17513,15687,0.896
2017,2,Hakkari,Kamyon,70,53101,42088,0.793
2017,2,Hakkari,Motosiklet,33,32083,32097,1.0
2017,2,Hakkari,Minibüs,153,173180,125449,0.724
2017,2,Hatay,Otomobil,332,626659,536733,0.857
2017,2,Hatay,Kamyon,84,217312,182111,0.838
2017,2,Hatay,Motosiklet,333,694873,740765,1.066
2017,2,Hatay,Minibüs,78,127588,107505,0.843
2017,2,Isparta,Otomobil,120,154226,137689,0.893
2017,2,Isparta,Kamyon,159,71900,66332,0.923
2017,2,Isparta,Motosiklet,161,151223,128910,0.852
2017,2,Isparta,Minibüs,170,200536,156023,0.778
2017,2,Mersin,Otomobil,121,52673,45566,0.865
2017,2,Mersin,Kamyon,96,113690,108569,0.955
2017,2,Mersin,Motosiklet,111,111108,91406,0.823
2017,2,Mersin,Minibüs,43,21920,19854,0.906
2017,2,İstanbul,Otomobil,795,8242498,5628120,0.683
2017,2,İstanbul,Kamyon,2100,24906433,24588905,0.987
2017,2,İstanbul,Motosiklet,355,2657891,2302495,0.866
2017,2,İstanbul,Minibüs,1865,29555916,20733637,0.702
2017,2,İzmir,Otomobil,975,6423979,5195373,0.809
2017,2,İzmir,Kamyon,1187,3721186,3125682,0.84
2017,2,İzmir,Motosiklet,207,1586988,1615301,1.018
2017,2,İzmir,Minibüs,752,2522654,2000922,0.793
2017,2,Kars,Otomobil,316,933418,726729,0.779
2017,2,Kars,Kamyon,162,174162,161645,0.928
2017,2,Kars,Motosiklet,109,125183,124567,0.995
2017,2,Kars,Minibüs,265,347657,298445,0.858
2017,2,Kastamonu,Otomobil,167,239370,164332,0.687
2017,2,Kastamonu,Kamyon,76,136235,102252,0.751
2017,2,Kastamonu,Motosiklet,63,50857,45214,0.889
2017,2,Kastamonu,Minibüs,148,78083,66581,0.853
2017,2,Kayseri,Otomobil,95,63448,57611,0.908
2017,2,Kayseri,Kamyon,103,75609,73392,0.971
2017,2,Kayseri,Motosiklet,176,110651,117200,1.059
2017,2,Kayseri,Minibüs,153,82022,64309,0.784
2017,2,Kırklareli,Otomobil,148,371088,277911,0.749
2017,2,Kırklareli,Kamyon,352,586628,503580,0.858
2017,2,Kırklareli,Motosiklet,305,448766,400245,0.892
2017,2,Kırklareli,Minibüs,56,133925,95296,0.712
2017,2,Kırşehir,Otomobil,251,488296,346720,0.71
2017,2,Kırşehir,Kamyon,300,204510,187363,0.916
2017,2,Kırşehir,Motosiklet,302,580827,608810,1.048
2017,2,Kırşehir,Minibüs,182,296528,253004,0.853
2017,2,Kocaeli,Otomobil,132,162193,141382,0.872
2017,2,Kocaeli,Kamyon,149,177388,148336,0.836
2017,2,Kocaeli,Motosiklet,69,51718,54956,1.063
2017,2,Kocaeli,Minibüs,107,93592,80904,0.864
2017,2,Konya,Otomobil,252,567655,458665,0.808
2017,2,Konya,Kamyon,164,384890,348805,0.906
2017,2,Konya,Motosiklet,96,101796,100327,0.986
2017,2,Konya,Minibüs,201,134818,112867,0.837
2017,2,Kütahya,Otomobil,118,40587,28147,0.694
2017,2,Kütahya,Kamyon,129,67015,63536,0.948
2017,2,Kütahya,Motosiklet,103,84066,81244,0.966
2017,2,Kütahya,Minibüs,116,130870,114124,0.872
2017,2,Malatya,Otomobil,59,206912,184071,0.89
2017,2,Malatya,Kamyon,292,940560,781429,0.831
2017,2,Malatya,Motosiklet,381,1276882,1114675,0.873
2017,2,Malatya,Minibüs,195,257602,191653,0.744
2017,2,Manisa,Otomobil,82,46256,41572,0.899
2017,2,Manisa,Kamyon,25,12644,11461,0.907
2017,2,Manisa,Motosiklet,187,161790,151090,0.934
2017,2,Manisa,Minibüs,166,227066,215619,0.95
2017,2,Kahramanmaraş,Otomobil,326,710801,535669,0.754
2017,2,Kahramanmaraş,Kamyon,68,90397,77216,0.854
2017,2,Kahramanmaraş,Motosiklet,365,338799,324922,0.959
2017,2,Kahramanmaraş,Minibüs,139,241309,207952,0.862
2017,2,Mardin,Otomobil,203,292147,266094,0.911
2017,2,Mardin,Kamyon,178,120016,113235,0.944
2017,2,Mardin,Motosiklet,184,243572,233335,0.958
2017,2,Mardin,Minibüs,223,383949,269183,0.701
2017,2,Muğla,Otomobil,62,94975,66625,0.702
2017,2,Muğla,Kamyon,184,136655,130900,0.958
2017,2,Muğla,Motosiklet,77,124681,130703,1.048
2017,2,Muğla,Minibüs,202,366680,257993,0.704
2017,2,Muş,Otomobil,316,471920,423912,0.898
2017,2,Muş,Kamyon,315,647111,500592,0.774
2017,2,Muş,Motosiklet,221,436635,461895,1.058
2017,2,Muş,Minibüs,121,277315,244957,0.883
2017,2,Nevşehir,Otomobil,177,148497,134422,0.905
2017,2,Nevşehir,Kamyon,31,34253,32564,0.951
2017,2,Nevşehir,Motosiklet,147,125795,103763,0.825
2017,2,Nevşehir,Minibüs,36,24410,21613,0.885
2017,2,Niğde,Otomobil,405,1258113,918819,0.73
2017,2,Niğde,Kamyon,409,479673,385260,0.803
2017,2,Niğde,Motosiklet,107,328934,294341,0.895
2017,2,Niğde,Minibüs,468,1543520,1124762,0.729
2017,2,Ordu,Otomobil,67,149514,133430,0.892
2017,2,Ordu,Kamyon,96,160805,133689,0.831
2017,2,Ordu,Motosiklet,189,415639,414866,0.998
2017,2,Ordu,Minibüs,44,68756,51396,0.748
2017,2,Rize,Otomobil,184,256991,211785,0.824
2017,2,Rize,Kamyon,198,603150,597503,0.991
2017,2,Rize,Motosiklet,118,394136,332107,0.843
2017,2,Rize,Minibüs,367,576333,460208,0.799
2017,2,Sakarya,Otomobil,343,954545,673949,0.706
2017,2,Sakarya,Kamyon,415,1105665,838177,0.758
2017,2,Sakarya,Motosiklet,248,368904,349289,0.947
2017,2,Sakarya,Minibüs,364,1029576,906090,0.88
2017,2,Samsun,Otomobil,166,410044,329841,0.804
2017,2,Samsun,Kamyon,148,182608,178607,0.978
2017,2,Samsun,Motosiklet,173,414669,362101,0.873
2017,2,Samsun,Minibüs,135,210947,148972,0.706
2017,2,Siirt,Otomobil,386,1015764,935738,0.921
2017,2,Siirt,Kamyon,380,722279,718918,0.995
2017,2,Siirt,Motosiklet,435,701484,578897,0.825
2017,2,Siirt,Minibüs,243,344203,326477,0.949
2017,2,Sinop,Otomobil,155,69577,59796,0.859
2017,2,Sinop,Kamyon,149,192902,185535,0.962
2017,2,Sinop,Motosiklet,108,44763,44996,1.005
2017,2,Sinop,Minibüs,81,88633,77295,0.872
2017,2,Sivas,Otomobil,64,83831,76954,0.918
2017,2,Sivas,Kamyon,208,149165,127838,0.857
2017,2,Sivas,Motosiklet,34,15639,14443,0.924
2017,2,Sivas,Minibüs,74,60168,44075,0.733
2017,2,Tekirdağ,Otomobil,163,157606,111609,0.708
2017,2,Tekirdağ,Kamyon,24,13701,13306,0.971
2017,2,Tekirdağ,Motosiklet,146,154919,141234,0.912
2017,2,Tekirdağ,Minibüs,73,28166,25561,0.908
2017,2,Tokat,Otomobil,244,260586,216309,0.83
2017,2,Tokat,Kamyon,188,128983,99824,0.774
2017,2,Tokat,Motosiklet,206,145558,150761,1.036
2017,2,Tokat,Minibüs,205,397278,292704,0.737
2017,2,Trabzon,Otomobil,179,112215,93826,0.836
2017,2,Trabzon,Kamyon,171,259895,250189,0.963
2017,2,Trabzon,Motosiklet,240,370277,377529,1.02
2017,2,Trabzon,Minibüs,80,65838,48985,0.744
2017,2,Tunceli,Otomobil,178,236286,203749,0.862
2017,2,Tunceli,Kamyon,102,124769,94795,0.76
2017,2,Tunceli,Motosiklet,100,182163,176138,0.967
2017,2,Tunceli,Minibüs,48,55128,50442,0.915
2017,2,Şanlıurfa,Otomobil,402,1188033,1045543,0.88
2017,2,Şanlıurfa,Kamyon,304,788689,752781,0.954
2017,2,Şanlıurfa,Motosiklet,94,260095,230473,0.886
2017,2,Şanlıurfa,Minibüs,65,113123,95273,0.842
2017,2,Uşak,Otomobil,230,464125,431169,0.929
2017,2,Uşak,Kamyon,213,156662,130102,0.83
2017,2,Uşak,Motosiklet,252,408937,357830,0.875
2017,2,Uşak,Minibüs,190,154770,124760,0.806
2017,2,Van,Otomobil,167,236485,171340,0.725
2017,2,Van,Kamyon,234,224661,203553,0.906
2017,2,Van,Motosiklet,169,283202,244559,0.864
2017,2,Van,Minibüs,198,126136,102387,0.812
2017,2,Yozgat,Otomobil,305,766181,637772,0.832
2017,2,Yozgat,Kamyon,231,475883,449591,0.945
